YEAR,region,agro_ecological_zone,season,environment_condition,latitude,longitude,elevation,rainfall_mm,mean_temperature,soil_type,soil_pH,soil_N_content,soil_P_content,soil_K_content,ENTRY,Pedigree,Name,breeding_institution,maturity_group,rep,days_to_anthesis,Days_to_silking,anthesis_silking_interval,plant_height,ear_height,husk_cover,plant_aspect,field_weight,ear_harvested,ear_per_plant,ear_aspect,grain_moisture,grain_yield,staygreen
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,24,SMLW-11 x SAM 50 Male,SAMMAZ-24,IAR,late,2,60,63,3,118,22,2,3,0.9,8,1,3,12.5,6114.71,3
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,25,SMLW-14 x IITA 1876,SAMMAZ-25,IAR,late,1,60,64,4,191,95,2,2.5,0.08,12,0.92,3,12.5,310.2,5
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,25,SMLW-14 x IITA 1876,SAMMAZ-25,IAR,late,2,58,63,5,150,80,2,2.5,0.7,12,0.92,4,9.5,3027.04,3
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,26,SMLW-14 x IITA 1878,SAMMAZ-26,IAR,late,1,55,57,2,163,56,2,3,0.15,2,1,3,12.5,4022.12,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,26,SMLW-14 x IITA 1878,SAMMAZ-26,IAR,late,2,57,62,5,88,22,4,5,0.81,3,0.75,3,12.5,11033.65,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,27,SMLW-14 x SAM 50 Male,SAMMAZ-27,IAR,late,1,59,63,4,169,95,2,2.5,0.17,5,1.25,5,12.5,606.67,5
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,27,SMLW-14 x SAM 50 Male,SAMMAZ-27,IAR,late,2,50,55,5,155,80,1,2.5,1,12,1.09,3,10.1,5076.71,3
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,28,SMLW-16 x IITA 1876,SAMMAZ-28,IAR,Intermediate,1,60,66,6,115,56,2,4,0.08,1,0.33,2,12.5,1384.19,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,28,SMLW-16 x IITA 1876,SAMMAZ-28,IAR,Intermediate,2,60,63,3,118,22,2,3,0.3,2,1,3,12.5,8152.94,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,29,SMLW-16 x IITA 1878,SAMMAZ-29,IAR,Intermediate,1,65,69,4,163,95,2,3,0.16,8,0.62,5,12.5,570.98,5
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,29,SMLW-16 x IITA 1878,SAMMAZ-29,IAR,Intermediate,2,67,70,3,157,80,2,3.5,0.53,4,0.44,5,12.5,1925.23,3
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,30,SMLW-16 x SAM 50 Male,SAMMAZ-30,IAR,Intermediate,1,55,57,2,162,56,2,3,1.6,10,0.67,2.5,12.5,5797.65,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,30,SMLW-16 x SAM 50 Male,SAMMAZ-30,IAR,Intermediate,2,60,63,3,102,22,2,3,0.9,7,1,3,12.5,6988.24,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,31,SMLW-17 x IITA 1876,SAMMAZ-31,IAR,Intermediate,1,64,69,5,136,95,2,2.5,0.08,2,1,5,12.5,288.24,6
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,31,SMLW-17 x IITA 1876,SAMMAZ-31,IAR,Intermediate,2,56,59,3,160,80,1.5,2,0.4,9,1,2.5,12.5,2415.69,3
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,32,SMLW-17 x IITA 1878,SAMMAZ-32,IAR,Intermediate,1,56,60,4,146,56,1,2,1.66,16,1,3,12.5,5632.32,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,32,SMLW-17 x IITA 1878,SAMMAZ-32,IAR,Intermediate,2,63,68,5,39,22,2,3,0.04,1,1,5,12.5,163.61,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,33,SMLW-17 x SAM 50 Male,SAMMAZ-33,IAR,Intermediate,1,67,71,4,157,95,2,2.5,0.09,2,1,5,12.5,345.88,6
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,33,SMLW-17 x SAM 50 Male,SAMMAZ-33,IAR,Intermediate,2,60,65,5,148,80,2,2.5,0.36,3,1.5,2,12.5,1324.97,3
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,34,SMLW-19 x IITA 1876,SAMMAZ-34,IAR,Intermediate,1,55,57,2,170,56,1,2,0.16,8,1,3,12.5,1093.85,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,34,SMLW-19 x IITA 1876,SAMMAZ-34,IAR,Intermediate,2,58,60,2,116,22,2.5,2,0.9,13,1,3,12.5,3762.9,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,35,SMLW-19 x IITA 1878,SAMMAZ-35,IAR,Intermediate,1,65,66,1,178,95,3,4,0.47,4,0.4,5,7.9,1796.83,6
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,35,SMLW-19 x IITA 1878,SAMMAZ-35,IAR,Intermediate,2,64,67,3,185,80,2,3,0.69,11,1,2.5,12.5,2514.51,3
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,36,SMLW-19 x SAM 50 Male,SAMMAZ-36,IAR,Intermediate,1,60,62,2,196,56,2,3,0.6,6,0.75,2.5,12.5,4076.47,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,36,SMLW-19 x SAM 50 Male,SAMMAZ-36,IAR,Intermediate,2,60,63,3,90,22,2.5,2,1.3,12,1,3,12.5,5888.24,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,37,SMLW-20 x IITA 1876,SAMMAZ-37,IAR,Intermediate,1,65,70,5,123,95,2,4,0.17,6,0.6,5,12.5,620.39,6
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,37,SMLW-20 x IITA 1876,SAMMAZ-37,IAR,Intermediate,2,60,65,5,148,80,2,2.5,0.36,3,1.5,2,12.5,1324.97,3
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,38,SMLW-20 x IITA 1878,SAMMAZ-38,IAR,Intermediate,1,55,58,3,146,56,2,3,0.4,6,1,2.5,12.5,3623.53,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,38,SMLW-20 x IITA 1878,SAMMAZ-38,IAR,Intermediate,2,58,60,2,80,22,3,3,1.21,13,1.3,2,12.5,6587.58,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,39,SMLW-20 x SAM 50 Male,SAMMAZ-39,IAR,Intermediate,1,62,66,4,194,95,2,3.5,0.18,7,0.7,5,12.5,645.65,6
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,39,SMLW-20 x SAM 50 Male,SAMMAZ-39,IAR,Intermediate,2,67,71,4,181,80,3,3.5,0.3,11,0.79,5,12.5,1081.57,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,40,SMLW-21 x IITA 1876,SAMMAZ-40,IAR,Intermediate,1,55,61,6,126,56,3,4,0.21,3,0.75,4,12.5,2867.12,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,40,SMLW-21 x IITA 1876,SAMMAZ-40,IAR,Intermediate,2,58,60,2,116,22,1.5,2,0.2,3,1.5,2.5,12.5,5435.29,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,41,SMLW-21 x IITA 1878,SAMMAZ-41,IAR,Intermediate,1,52,53,1,175,95,2,2.5,0.7,12,0.92,2,11.2,2970.18,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,41,SMLW-21 x IITA 1878,SAMMAZ-41,IAR,Intermediate,2,64,69,5,135,80,2.5,3.5,0.51,11,0.92,3,12.5,1873.99,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,42,SMLW-21 x SAM 50 Male,SAMMAZ-42,IAR,Intermediate,1,55,58,3,130,56,2,2,1.2,8,1,3,12.5,8152.94,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,42,SMLW-21 x SAM 50 Male,SAMMAZ-42,IAR,Intermediate,2,60,63,3,102,22,1.5,2,0.15,4,1.33,2.5,12.5,2717.65,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,43,SMLW-22 x IITA 1876,SAMMAZ-43,IAR,Extra-Early,1,58,60,2,91,95,1,1.5,1.3,13,0.93,2,9,5248.94,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,43,SMLW-22 x IITA 1876,SAMMAZ-43,IAR,Extra-Early,2,53,54,1,125,80,2,2,1,11,1,2,8.6,3518.12,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,44,SMLW-22 x IITA 1878,SAMMAZ-44,IAR,Extra-Early,1,55,56,1,172,56,1,2,0.45,7,1,3,12.5,3494.12,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,44,SMLW-22 x IITA 1878,SAMMAZ-44,IAR,Extra-Early,2,58,60,2,132,22,1.5,2,0.3,5,1.25,3,12.5,4076.47,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,45,SMLW-22 x SAM 50 Male,SAMMAZ-45,IAR,Extra-Early,1,57,60,3,171,95,2,2,0.8,9,0.82,2,12.1,3971.01,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,45,SMLW-22 x SAM 50 Male,SAMMAZ-45,IAR,Extra-Early,2,66,69,3,145,80,1.5,2,0.4,13,1.08,2.5,12.5,1811.76,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,46,SMLW-23 x IITA 1876,SAMMAZ-46,IAR,Extra-Early,1,55,57,2,170,56,2,3,0.1,1,1,2,12.5,5435.29,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,46,SMLW-23 x IITA 1876,SAMMAZ-46,IAR,Extra-Early,2,60,63,3,98,22,1.5,2,0.6,9,1,2.5,12.5,3623.53,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,47,SMLW-23 x IITA 1878,SAMMAZ-47,IAR,Extra-Early,1,56,60,4,184,95,1.5,4,1,13,1,2.5,12.5,4181,1
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,47,SMLW-23 x IITA 1878,SAMMAZ-47,IAR,Extra-Early,2,62,66,4,170,80,3,4,0.33,4,1,5,11.6,1232.1,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,48,SMLW-23 x SAM 50 Male,SAMMAZ-48,IAR,Extra-Early,1,55,58,3,146,56,2,3,0.5,12,1.2,2,12.5,2717.65,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,48,SMLW-23 x SAM 50 Male,SAMMAZ-48,IAR,Extra-Early,2,60,63,3,98,22,1,2,0.22,9,1,3,12.5,1340.71,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,49,SMLW-24 x IITA 1876,SAMMAZ-49,IAR,Extra-Early,1,58,60,2,173,95,1.5,2,1,13,1,2.5,12.5,4181,1
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,49,SMLW-24 x IITA 1876,SAMMAZ-49,IAR,Extra-Early,2,65,68,3,166,80,2,2.5,0.23,13,0.87,3,12.5,840,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,50,SMLW-24 x IITA 1878,SAMMAZ-50,IAR,Extra-Early,1,63,65,2,140,56,1.5,3.5,0.8,7,1.17,NA,12.5,7247.06,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,50,SMLW-24 x IITA 1878,SAMMAZ-50,IAR,Extra-Early,2,60,63,3,102,22,1.5,4,0.4,4,0.8,3,12.5,4348.24,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,51,SMLW-24 x SAM 50 Male,SAMMAZ-51,IAR,Extra-Early,1,55,58,3,144,95,2,2,0.5,10,0.91,3,10.4,2529.88,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,51,SMLW-24 x SAM 50 Male,SAMMAZ-51,IAR,Extra-Early,2,64,67,3,165,80,2,2.5,0.54,9,1,3,7.9,2080.38,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,52,SMLW-25 x IITA 1876,SAMMAZ-52,IAR,Extra-Early,1,63,65,2,140,56,1.5,3.5,0.8,10,0.83,2.5,12.5,3623.53,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,52,SMLW-25 x IITA 1876,SAMMAZ-52,IAR,Extra-Early,2,60,63,3,98,22,1.5,4,1,8,0.89,2,12.5,6039.22,1
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,53,SMLW-25 x IITA 1878,SAMMAZ-53,IAR,Extra-Early,1,54,56,2,152,95,2,2,0.4,9,0.9,4,10.7,2218.84,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,53,SMLW-25 x IITA 1878,SAMMAZ-53,IAR,Extra-Early,2,64,67,3,172,80,2,3,0.08,5,0.56,5,12.5,275.61,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,54,SMLW-25 x SAM 50 Male,SAMMAZ-54,IAR,Extra-Early,1,50,54,4,136,56,2,2.5,0.1,4,0.57,4,11.2,788.01,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,54,SMLW-25 x SAM 50 Male,SAMMAZ-54,IAR,Extra-Early,2,58,60,2,112,22,1.5,4,0.2,3,0.75,2.5,12.5,2717.65,1
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,55,SMLW-26 x IITA 1876,SAMMAZ-55,IAR,Extra-Early,1,56,57,1,185,95,1,2,1,14,0.93,3,9.1,3764.33,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,55,SMLW-26 x IITA 1876,SAMMAZ-55,IAR,Extra-Early,2,64,67,3,165,80,2,2.5,0.56,9,1,3,7.9,2157.43,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,56,SMLW-26 x IITA 1878,SAMMAZ-56,IAR,Extra-Early,1,60,62,2,196,56,2,2,1.64,10,1.11,3,12.5,9904.31,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,56,SMLW-26 x IITA 1878,SAMMAZ-56,IAR,Extra-Early,2,51,53,2,88,22,2,2,0.7,5,0.63,3,8.9,4951.55,1
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,57,SMLW-26 x SAM 50 Male,SAMMAZ-57,IAR,Extra-Early,1,59,63,4,165,94,1,1.5,1.6,15,0.94,2,12.8,5416.66,3
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,57,SMLW-26 x SAM 50 Male,SAMMAZ-57,IAR,Extra-Early,2,59,62,3,168,80,2,2.5,0.98,9,0.82,3,12.5,3586.93,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,58,SMLW-27 x IITA 1876,SAMMAZ-58,IAR,Extra-Early,1,55,58,3,146,56,2,2,0.3,6,1.2,3,12.5,3261.18,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,58,SMLW-27 x IITA 1876,SAMMAZ-58,IAR,Extra-Early,2,58,60,2,116,22,2,3,1.2,12,1.09,2,12.5,5929.41,1
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,59,SMLW-27 x IITA 1878,SAMMAZ-59,IAR,Extra-Early,1,50,56,6,152,94,1,2.5,1.4,12,0.92,2,11.8,5900.22,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,59,SMLW-27 x IITA 1878,SAMMAZ-59,IAR,Extra-Early,2,62,68,6,129,80,2,3.5,0.08,10,1,5,12.5,290.98,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,60,SMLW-27 x SAM 50 Male,SAMMAZ-60,IAR,Extra-Early,1,55,57,2,158,56,2,2,0.18,1,1,3,12.5,9783.53,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,60,SMLW-27 x SAM 50 Male,SAMMAZ-60,IAR,Extra-Early,2,58,60,2,92,22,2,3,0.2,4,1,2.5,12.5,2717.65,1
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,61,SMLW-33 x IITA 1876,SAMMAZ-61,IAR,Extra-Early,1,56,59,3,184,94,1,1.5,1.1,12,1,3,8.2,5227.2,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,61,SMLW-33 x IITA 1876,SAMMAZ-61,IAR,Extra-Early,2,59,62,3,175,80,2,3.5,0.42,10,1.11,4,8.9,1603.93,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,62,SMLW-33 x IITA 1878,SAMMAZ-62,IAR,Extra-Early,1,63,65,2,140,56,1.5,2.5,0.1,1,0.5,NA,12.5,2717.65,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,62,SMLW-33 x IITA 1878,SAMMAZ-62,IAR,Extra-Early,2,60,63,3,90,22,1,2,0.22,9,1,3,12.5,1340.71,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,63,SMLW-33 x SAM 50 Male,SAMMAZ-63,IAR,Extra-Early,1,55,59,4,156,94,1,1.5,1.4,13,1,2,10.5,5987.19,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,63,SMLW-33 x SAM 50 Male,SAMMAZ-63,IAR,Extra-Early,2,63,67,4,173,80,2,3,0.54,7,1,3,7.1,2103.11,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,64,SMLW-34 x IITA 1876,SAMMAZ-64,IAR,Extra-Early,1,63,65,2,140,56,1.5,2.5,0.1,1,1,NA,12.5,5435.29,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,64,SMLW-34 x IITA 1876,SAMMAZ-64,IAR,Extra-Early,2,58,60,2,92,22,2,3,1.5,15,1.15,2,12.5,6271.49,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,65,SMLW-34 x IITA 1878,SAMMAZ-65,IAR,Extra-Early,1,55,60,5,193,93,2,2.5,0.6,13,1.18,3,9.3,4785.54,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,65,SMLW-34 x IITA 1878,SAMMAZ-65,IAR,Extra-Early,2,59,62,3,175,80,2,3.5,0.42,10,1.11,4,8.9,1603.93,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,66,SMLW-34 x SAM 50 Male,SAMMAZ-66,IAR,Extra-Early,1,56,60,4,187,55,2,2,1,12,0.75,3,11.3,1849.04,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,66,SMLW-34 x SAM 50 Male,SAMMAZ-66,IAR,Extra-Early,2,58,60,2,132,22,2,3,1.2,14,1.17,3,12.5,5435.29,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,67,SMLW-37 x IITA 1876,SAMMAZ-67,IAR,Early,1,53,56,3,168,93,1,2,0.5,11,0.73,4,9.5,1873.88,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,67,SMLW-37 x IITA 1876,SAMMAZ-67,IAR,Early,2,62,65,3,147,80,2,2.5,1.1,6,1,3,9.6,4151.26,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,68,SMLW-37 x IITA 1878,SAMMAZ-68,IAR,Early,1,56,60,4,148,55,1,2.5,1,11,1,2,9.2,2540.13,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,68,SMLW-37 x IITA 1878,SAMMAZ-68,IAR,Early,2,56,58,2,120,22,1,2,0.11,3,1,3,12.5,2047.29,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,69,SMLW-37 x SAM 50 Male,SAMMAZ-69,IAR,Early,1,51,55,4,165,93,2,2.5,1,11,1,3,9.6,5104.94,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,69,SMLW-37 x SAM 50 Male,SAMMAZ-69,IAR,Early,2,59,62,3,162,80,2.5,3.5,0.39,11,0.92,3,12.5,1423.79,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,70,SMLW-43 x IITA 1876,SAMMAZ-70,IAR,Early,1,52,56,4,192,55,2,2,1,2,0.2,3,10,5584.38,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,70,SMLW-43 x IITA 1876,SAMMAZ-70,IAR,Early,2,55,57,2,88,22,1,4,1.33,6,1,4,12.5,12048.24,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,71,SMLW-43 x IITA 1878,SAMMAZ-71,IAR,Early,1,55,60,5,165,93,2,2.5,1,12,0.92,2,9.8,4310.01,2
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,71,SMLW-43 x IITA 1878,SAMMAZ-71,IAR,Early,2,64,69,5,160,80,2,3.5,1.1,12,0.86,4,12.5,4026.14,4
2022,Ibadan,Forest–Savanna Transition Zone,rainy,Optimum,7.3775,3.947,239,1020,25.5,loam,6.3,0.14,12,150,72,SMLW-43 x SAM 50 Male,SAMMAZ-72,IAR,Early,1,54,57,3,124,55,2,1.5,1.5,11,0.85,3,11,8497.69,2
